date,value
"2017,5,3,13,21,32",34.3
"2017,5,3,13,22,1",34.3
"2017,5,3,13,22,31",34.3
"2017,5,3,13,23,1",34.3
"2017,5,3,13,23,31",34.3
"2017,5,3,13,24,1",34.3
"2017,5,3,13,24,31",34.3
"2017,5,3,13,25,1",34.3
"2017,5,3,13,25,31",34.3
"2017,5,3,13,26,1",34.3
"2017,5,3,13,26,31",34.3
"2017,5,3,13,27,1",34.3
"2017,5,3,13,27,31",34.27
"2017,5,3,13,28,1",34.27
"2017,5,3,13,28,31",34.27
"2017,5,3,13,29,1",34.27
"2017,5,3,13,29,32",34.27
"2017,5,3,13,30,1",34.27
"2017,5,3,13,30,31",34.27
"2017,5,3,13,31,1",34.27
"2017,5,3,13,31,31",34.27
"2017,5,3,13,32,1",34.27
"2017,5,3,13,32,31",34.27
"2017,5,3,13,33,1",34.27
"2017,5,3,13,33,31",34.27
"2017,5,3,13,34,1",34.27
"2017,5,3,13,34,31",34.27
"2017,5,3,13,35,1",34.27
"2017,5,3,13,35,31",34.27
"2017,5,3,13,36,1",34.27
"2017,5,3,13,36,31",34.27
"2017,5,3,13,37,1",34.23
"2017,5,3,13,37,31",34.23
"2017,5,3,13,38,1",34.23
"2017,5,3,13,38,31",34.23
"2017,5,3,13,39,1",34.23
"2017,5,3,13,39,31",34.23
"2017,5,3,13,40,1",34.23
"2017,5,3,13,40,31",34.23
"2017,5,3,13,41,1",34.23
"2017,5,3,13,41,31",34.23
"2017,5,3,13,42,1",34.23
"2017,5,3,13,42,31",34.23
"2017,5,3,13,43,1",34.23
"2017,5,3,13,43,31",34.23
"2017,5,3,13,44,1",34.23
"2017,5,3,13,44,31",34.23
"2017,5,3,13,45,1",34.23
"2017,5,3,13,45,31",34.23
"2017,5,3,13,46,1",34.23
"2017,5,3,13,46,31",34.27
"2017,5,3,13,47,1",34.27
"2017,5,3,13,47,31",34.27
"2017,5,3,13,48,1",34.27
"2017,5,3,13,48,31",34.27
"2017,5,3,13,49,1",34.27
"2017,5,3,13,49,31",34.27
"2017,5,3,13,50,1",34.27
"2017,5,3,13,50,31",34.27
"2017,5,3,13,51,2",34.27
"2017,5,3,13,51,32",34.27
"2017,5,3,13,52,1",34.27
"2017,5,3,13,52,31",34.27
"2017,5,3,13,53,1",34.27
"2017,5,3,13,53,31",34.27
"2017,5,3,13,54,1",34.27
"2017,5,3,13,54,31",34.27
"2017,5,3,13,55,1",34.27
"2017,5,3,13,55,31",34.27
"2017,5,3,13,56,1",34.27
"2017,5,3,13,56,31",34.27
"2017,5,3,13,57,1",34.26
"2017,5,3,13,57,31",34.26
"2017,5,3,13,58,1",34.26
"2017,5,3,13,58,31",34.26
"2017,5,3,13,59,1",34.26
"2017,5,3,13,59,31",34.26
"2017,5,3,14,0,1",34.26
"2017,5,3,14,0,31",34.26
"2017,5,3,14,1,1",34.26
"2017,5,3,14,1,31",34.26
"2017,5,3,14,2,1",34.26
"2017,5,3,14,2,31",34.26
"2017,5,3,14,3,1",34.26
"2017,5,3,14,3,31",34.26
"2017,5,3,14,4,1",34.26
"2017,5,3,14,4,31",34.26
"2017,5,3,14,5,1",34.26
"2017,5,3,14,5,31",34.26
"2017,5,3,14,6,1",34.26
"2017,5,3,14,6,31",34.19
"2017,5,3,14,7,1",34.19
"2017,5,3,14,7,31",34.19
"2017,5,3,14,8,1",34.19
"2017,5,3,14,8,31",34.19
"2017,5,3,14,9,1",34.19
"2017,5,3,14,9,31",34.19
"2017,5,3,14,10,1",34.19
"2017,5,3,14,10,31",34.19
"2017,5,3,14,11,1",34.19
"2017,5,3,14,11,31",34.19
"2017,5,3,14,12,1",34.19
"2017,5,3,14,12,31",34.19
"2017,5,3,14,13,1",34.19
"2017,5,3,14,13,31",34.19
"2017,5,3,14,14,1",34.19
"2017,5,3,14,14,31",34.19
"2017,5,3,14,15,1",34.19
"2017,5,3,14,15,31",34.19
"2017,5,3,14,16,1",34.19
"2017,5,3,14,16,31",34.19
"2017,5,3,14,17,1",34.18
"2017,5,3,14,17,31",34.18
"2017,5,3,14,18,1",34.18
"2017,5,3,14,18,31",34.18
"2017,5,3,14,19,1",34.18
"2017,5,3,14,19,31",34.18
"2017,5,3,14,20,1",34.18
"2017,5,3,14,20,31",34.18
"2017,5,3,14,21,1",34.18
"2017,5,3,14,21,31",34.18
"2017,5,3,14,22,1",34.18
"2017,5,3,14,22,31",34.18
"2017,5,3,14,23,1",34.18
"2017,5,3,14,23,31",34.18
"2017,5,3,14,24,1",34.18
"2017,5,3,14,24,31",34.18
"2017,5,3,14,25,1",34.18
"2017,5,3,14,25,31",34.18
"2017,5,3,14,26,1",34.18
"2017,5,3,14,26,31",34.18
"2017,5,3,14,27,1",34.18
"2017,5,3,14,27,31",34.18
"2017,5,3,14,28,1",34.18
"2017,5,3,14,28,31",34.18
"2017,5,3,14,29,1",34.18
"2017,5,3,14,29,31",34.18
"2017,5,3,14,30,1",34.18
"2017,5,3,14,30,31",34.18
"2017,5,3,14,31,1",34.18
"2017,5,3,14,31,31",34.18
"2017,5,3,14,32,1",34.18
"2017,5,3,14,32,31",34.18
"2017,5,3,14,33,1",34.18
"2017,5,3,14,33,31",34.18
"2017,5,3,14,34,1",34.18
"2017,5,3,14,34,31",34.18
"2017,5,3,14,35,1",34.18
"2017,5,3,14,35,31",34.18
"2017,5,3,14,36,1",34.18
"2017,5,3,14,36,31",34.27
"2017,5,3,14,37,1",34.27
"2017,5,3,14,37,31",34.27
"2017,5,3,14,38,1",34.27
"2017,5,3,14,38,31",34.27
"2017,5,3,14,39,1",34.27
"2017,5,3,14,39,31",34.27
"2017,5,3,14,40,1",34.27
"2017,5,3,14,40,31",34.27
"2017,5,3,14,41,1",34.27
"2017,5,3,14,41,31",34.27
"2017,5,3,14,42,1",34.27
"2017,5,3,14,42,31",34.27
"2017,5,3,14,43,1",34.27
"2017,5,3,14,43,31",34.27
"2017,5,3,14,44,1",34.27
"2017,5,3,14,44,31",34.27
"2017,5,3,14,45,2",34.27
"2017,5,3,14,45,32",34.27
"2017,5,3,14,46,1",34.27
"2017,5,3,14,46,31",34.24
"2017,5,3,14,47,1",34.24
"2017,5,3,14,47,31",34.24
"2017,5,3,14,48,1",34.24
"2017,5,3,14,48,31",34.24
"2017,5,3,14,49,1",34.24
"2017,5,3,14,49,31",34.24
"2017,5,3,14,50,1",34.24
"2017,5,3,14,50,31",34.24
"2017,5,3,14,51,1",34.24
"2017,5,3,14,51,31",34.24
"2017,5,3,14,52,1",34.24
"2017,5,3,14,52,31",34.24
"2017,5,3,14,53,1",34.24
"2017,5,3,14,53,31",34.24
"2017,5,3,14,54,1",34.24
"2017,5,3,14,54,31",34.24
"2017,5,3,14,55,1",34.24
"2017,5,3,14,55,31",34.24
"2017,5,3,14,56,1",34.24
"2017,5,3,14,56,31",34.25
"2017,5,3,14,57,2",34.25
"2017,5,3,14,57,31",34.25
"2017,5,3,14,58,1",34.25
"2017,5,3,14,58,31",34.25
"2017,5,3,14,59,1",34.25
"2017,5,3,14,59,31",34.25
"2017,5,3,15,0,1",34.25
"2017,5,3,15,0,31",34.25
"2017,5,3,15,1,2",34.25
"2017,5,3,15,1,32",34.25
"2017,5,3,15,2,1",34.25
"2017,5,3,15,2,31",34.25
"2017,5,3,15,3,1",34.25
"2017,5,3,15,3,31",34.25
"2017,5,3,15,4,1",34.25
"2017,5,3,15,4,31",34.25
"2017,5,3,15,5,1",34.25
"2017,5,3,15,5,31",34.25
"2017,5,3,15,6,1",34.25
"2017,5,3,15,6,31",34.3
"2017,5,3,15,7,1",34.3
"2017,5,3,15,7,31",34.3
"2017,5,3,15,8,2",34.3
"2017,5,3,15,8,32",34.3
"2017,5,3,15,9,1",34.3
"2017,5,3,15,9,31",34.3
"2017,5,3,15,10,1",34.3
"2017,5,3,15,10,31",34.3
"2017,5,3,15,11,1",34.3
"2017,5,3,15,11,31",34.3
"2017,5,3,15,12,1",34.3
"2017,5,3,15,12,31",34.3
"2017,5,3,15,13,1",34.3
"2017,5,3,15,13,31",34.3
"2017,5,3,15,14,1",34.3
"2017,5,3,15,14,31",34.3
"2017,5,3,15,15,1",34.3
"2017,5,3,15,15,31",34.3
"2017,5,3,15,16,1",34.3
"2017,5,3,15,16,31",34.28
"2017,5,3,15,17,1",34.28
"2017,5,3,15,17,31",34.28
"2017,5,3,15,18,1",34.28
"2017,5,3,15,18,31",34.28
"2017,5,3,15,19,1",34.28
"2017,5,3,15,19,31",34.28
"2017,5,3,15,20,1",34.28
"2017,5,3,15,20,31",34.28
"2017,5,3,15,21,1",34.28
"2017,5,3,15,21,31",34.28
"2017,5,3,15,22,1",34.28
"2017,5,3,15,22,31",34.28
"2017,5,3,15,23,1",34.28
"2017,5,3,15,23,31",34.28
"2017,5,3,15,24,1",34.28
"2017,5,3,15,24,31",34.28
"2017,5,3,15,25,1",34.28
"2017,5,3,15,25,31",34.28
"2017,5,3,15,26,1",34.28
"2017,5,3,15,26,31",34.28
"2017,5,3,15,27,1",34.27
"2017,5,3,15,27,31",34.27
"2017,5,3,15,28,1",34.27
"2017,5,3,15,28,31",34.27
"2017,5,3,15,29,1",34.27
"2017,5,3,15,29,31",34.27
"2017,5,3,15,30,1",34.27
"2017,5,3,15,30,31",34.27
"2017,5,3,15,31,1",34.27
"2017,5,3,15,31,31",34.27
"2017,5,3,15,32,1",34.27
"2017,5,3,15,32,31",34.27
"2017,5,3,15,33,1",34.27
"2017,5,3,15,33,31",34.27
"2017,5,3,15,34,1",34.27
"2017,5,3,15,34,31",34.27
"2017,5,3,15,35,1",34.27
"2017,5,3,15,35,31",34.27
"2017,5,3,15,36,1",34.27
"2017,5,3,15,36,31",34.27
"2017,5,3,15,37,1",34.25
"2017,5,3,15,37,31",34.25
"2017,5,3,15,38,1",34.25
"2017,5,3,15,38,31",34.25
"2017,5,3,15,39,1",34.25
"2017,5,3,15,39,31",34.25
"2017,5,3,15,40,1",34.25
"2017,5,3,15,40,31",34.25
"2017,5,3,15,41,1",34.25
"2017,5,3,15,41,31",34.25
"2017,5,3,15,42,1",34.25
"2017,5,3,15,42,31",34.25
"2017,5,3,15,43,1",34.25
"2017,5,3,15,43,31",34.25
"2017,5,3,15,44,1",34.25
"2017,5,3,15,44,31",34.25
"2017,5,3,15,45,1",34.25
"2017,5,3,15,45,31",34.25
"2017,5,3,15,46,1",34.25
"2017,5,3,15,46,31",34.25
"2017,5,3,15,47,1",34.27
"2017,5,3,15,47,31",34.27
"2017,5,3,15,48,1",34.27
"2017,5,3,15,48,31",34.27
"2017,5,3,15,49,1",34.27
"2017,5,3,15,49,31",34.27
"2017,5,3,15,50,1",34.27
"2017,5,3,15,50,31",34.27
"2017,5,3,15,51,1",34.27
"2017,5,3,15,51,31",34.27
"2017,5,3,15,52,1",34.27
"2017,5,3,15,52,31",34.27
"2017,5,3,15,53,2",34.27
"2017,5,3,15,53,31",34.27
"2017,5,3,15,54,2",34.27
"2017,5,3,15,54,31",34.27
"2017,5,3,15,55,1",34.27
"2017,5,3,15,55,31",34.27
"2017,5,3,15,56,1",34.27
"2017,5,3,15,56,31",34.26
"2017,5,3,15,57,1",34.26
"2017,5,3,15,57,31",34.26
"2017,5,3,15,58,1",34.26
"2017,5,3,15,58,31",34.26
"2017,5,3,15,59,1",34.26
"2017,5,3,15,59,31",34.26
"2017,5,3,16,0,1",34.26
"2017,5,3,16,0,31",34.26
"2017,5,3,16,1,1",34.26
"2017,5,3,16,1,31",34.26
"2017,5,3,16,2,1",34.26
"2017,5,3,16,2,31",34.26
"2017,5,3,16,3,1",34.26
"2017,5,3,16,3,31",34.26
"2017,5,3,16,4,2",34.26
"2017,5,3,16,4,32",34.26
"2017,5,3,16,5,1",34.26
"2017,5,3,16,5,31",34.26
"2017,5,3,16,6,1",34.26
"2017,5,3,16,6,31",34.26
"2017,5,3,16,7,1",34.26
"2017,5,3,16,7,31",34.28
"2017,5,3,16,8,1",34.28
"2017,5,3,16,8,31",34.28
"2017,5,3,16,9,1",34.28
"2017,5,3,16,9,31",34.28
"2017,5,3,16,10,1",34.28
"2017,5,3,16,10,31",34.28
"2017,5,3,16,11,2",34.28
"2017,5,3,16,11,32",34.28
"2017,5,3,16,12,1",34.28
"2017,5,3,16,12,31",34.28
"2017,5,3,16,13,1",34.28
"2017,5,3,16,13,31",34.28
"2017,5,3,16,14,1",34.28
"2017,5,3,16,14,31",34.28
"2017,5,3,16,15,1",34.28
"2017,5,3,16,15,31",34.28
"2017,5,3,16,16,1",34.28
"2017,5,3,16,16,31",34.28
"2017,5,3,16,17,1",34.24
"2017,5,3,16,17,31",34.24
"2017,5,3,16,18,1",34.24
"2017,5,3,16,18,31",34.24
"2017,5,3,16,19,1",34.24
"2017,5,3,16,19,31",34.24
"2017,5,3,16,20,2",34.24
"2017,5,3,16,20,32",34.24
"2017,5,3,16,21,1",34.24
"2017,5,3,16,21,31",34.24
"2017,5,3,16,22,1",34.24
"2017,5,3,16,22,31",34.24
"2017,5,3,16,23,1",34.24
"2017,5,3,16,23,31",34.24
"2017,5,3,16,24,1",34.24
"2017,5,3,16,24,31",34.24
"2017,5,3,16,25,1",34.24
"2017,5,3,16,25,31",34.24
"2017,5,3,16,26,1",34.24
"2017,5,3,16,26,31",34.24
"2017,5,3,16,27,1",34.24
"2017,5,3,16,27,31",34.24
"2017,5,3,16,28,1",34.24
"2017,5,3,16,28,31",34.24
"2017,5,3,16,29,1",34.24
"2017,5,3,16,29,31",34.24
"2017,5,3,16,30,1",34.24
"2017,5,3,16,30,31",34.24
"2017,5,4,10,8,1",34.41
"2017,5,4,10,8,31",34.41
"2017,5,4,10,9,1",34.41
"2017,5,4,10,9,31",34.41
"2017,5,4,10,10,1",34.41
"2017,5,4,10,10,31",34.41
"2017,5,4,10,11,1",34.41
"2017,5,4,10,11,31",34.41
"2017,5,4,10,12,1",34.41
"2017,5,4,10,12,31",34.41
"2017,5,4,10,13,1",34.41
"2017,5,4,10,13,31",34.41
"2017,5,4,10,14,1",34.41
"2017,5,4,10,14,31",34.41
"2017,5,4,10,15,1",34.41
"2017,5,4,10,15,31",34.41
"2017,5,4,10,16,1",34.41
"2017,5,4,10,16,31",34.41
"2017,5,4,10,17,1",34.35
"2017,5,4,10,17,31",34.35
"2017,5,4,10,18,1",34.35
"2017,5,4,10,18,31",34.35
"2017,5,4,10,19,1",34.35
"2017,5,4,10,19,31",34.35
"2017,5,4,10,20,1",34.35
"2017,5,4,10,20,31",34.35
"2017,5,4,10,21,1",34.35
"2017,5,4,10,21,31",34.35
"2017,5,4,10,22,1",34.35
"2017,5,4,10,22,31",34.35
"2017,5,4,10,23,1",34.35
"2017,5,4,10,23,31",34.35
"2017,5,4,10,24,1",34.35
"2017,5,4,10,24,31",34.35
"2017,5,4,10,25,1",34.35
"2017,5,4,10,25,31",34.35
"2017,5,4,10,26,1",34.35
"2017,5,4,10,26,31",34.35
"2017,5,4,10,27,1",34.35
"2017,5,4,10,27,31",34.35
"2017,5,4,10,28,2",34.35
"2017,5,4,10,28,32",34.35
"2017,5,4,10,29,1",34.35
"2017,5,4,10,29,31",34.35
"2017,5,4,10,30,1",34.35
"2017,5,4,10,30,32",34.35
"2017,5,4,10,31,1",34.35
"2017,5,4,10,31,31",34.35
"2017,5,4,10,32,1",34.35
"2017,5,4,10,32,31",34.35
"2017,5,4,10,33,1",34.35
"2017,5,4,10,33,31",34.35
"2017,5,4,10,34,1",34.35
"2017,5,4,10,34,31",34.35
"2017,5,4,10,35,1",34.35
"2017,5,4,10,35,31",34.35
"2017,5,4,10,36,1",34.35
"2017,5,4,10,36,31",34.38
"2017,5,4,10,37,2",34.38
"2017,5,4,10,37,32",34.38
"2017,5,4,10,38,1",34.38
"2017,5,4,10,38,31",34.38
"2017,5,4,10,39,1",34.38
"2017,5,4,10,39,31",34.38
"2017,5,4,10,40,1",34.38
"2017,5,4,10,40,31",34.38
"2017,5,4,10,41,1",34.38
"2017,5,4,10,41,31",34.38
"2017,5,4,10,42,2",34.38
"2017,5,4,10,42,31",34.38
"2017,5,4,10,43,1",34.38
"2017,5,4,10,43,31",34.38
"2017,5,4,10,44,2",34.38
"2017,5,4,10,44,32",34.38
"2017,5,4,10,45,1",34.38
"2017,5,4,10,45,31",34.38
"2017,5,4,10,46,1",34.38
"2017,5,4,10,46,31",34.38
"2017,5,4,10,47,1",34.38
"2017,5,4,10,47,31",34.37
"2017,5,4,10,48,1",34.37
"2017,5,4,10,48,31",34.37
"2017,5,4,10,49,1",34.37
"2017,5,4,10,49,31",34.37
"2017,5,4,10,50,1",34.37
"2017,5,4,10,50,31",34.37
"2017,5,4,10,51,1",34.37
"2017,5,4,10,51,31",34.37
"2017,5,4,10,52,1",34.37
"2017,5,4,10,52,31",34.37
"2017,5,4,10,53,1",34.37
"2017,5,4,10,53,31",34.37
"2017,5,4,10,54,1",34.37
"2017,5,4,10,54,31",34.37
"2017,5,4,10,55,1",34.37
"2017,5,4,10,55,31",34.37
"2017,5,4,10,56,1",34.37
"2017,5,4,10,56,31",34.4
"2017,5,4,10,57,1",34.4
"2017,5,4,10,57,31",34.4
"2017,5,4,10,58,1",34.4
"2017,5,4,10,58,31",34.4
"2017,5,4,10,59,1",34.4
"2017,5,4,10,59,31",34.4
"2017,5,4,11,0,1",34.4
"2017,5,4,11,0,31",34.4
"2017,5,4,11,1,1",34.4
"2017,5,4,11,1,31",34.4
"2017,5,4,11,2,1",34.4
"2017,5,4,11,2,31",34.4
"2017,5,4,11,3,1",34.4
"2017,5,4,11,3,31",34.4
"2017,5,4,11,4,1",34.4
"2017,5,4,11,4,31",34.4
"2017,5,4,11,5,1",34.4
"2017,5,4,11,5,31",34.4
"2017,5,4,11,6,1",34.4
"2017,5,4,11,6,31",34.45
"2017,5,4,11,7,1",34.45
"2017,5,4,11,7,31",34.45
"2017,5,4,11,8,1",34.45
"2017,5,4,11,8,31",34.45
"2017,5,4,11,9,1",34.45
"2017,5,4,11,9,31",34.45
"2017,5,4,11,10,1",34.45
"2017,5,4,11,10,31",34.45
"2017,5,4,11,11,1",34.45
"2017,5,4,11,11,31",34.45
"2017,5,4,11,12,2",34.45
"2017,5,4,11,12,32",34.45
"2017,5,4,11,13,1",34.45
"2017,5,4,11,13,31",34.45
"2017,5,4,11,14,2",34.45
"2017,5,4,11,14,32",34.45
"2017,5,4,11,15,1",34.45
"2017,5,4,11,15,31",34.45
"2017,5,4,11,16,1",34.45
"2017,5,4,11,16,31",34.45
"2017,5,4,11,17,1",34.43
"2017,5,4,11,17,31",34.43
"2017,5,4,11,18,1",34.43
"2017,5,4,11,18,31",34.43
"2017,5,4,11,19,1",34.43
"2017,5,4,11,19,31",34.43
"2017,5,4,11,20,1",34.43
"2017,5,4,11,20,31",34.43
"2017,5,4,11,21,1",34.43
"2017,5,4,11,21,31",34.43
"2017,5,4,11,22,1",34.43
"2017,5,4,11,22,31",34.43
"2017,5,4,11,23,1",34.43
"2017,5,4,11,23,31",34.43
"2017,5,4,11,24,1",34.43
"2017,5,4,11,24,31",34.43
"2017,5,4,11,25,1",34.43
"2017,5,4,11,25,31",34.43
"2017,5,4,11,26,1",34.43
"2017,5,4,11,26,31",34.43
"2017,5,4,11,27,1",34.39
"2017,5,4,11,27,31",34.39
"2017,5,4,11,28,1",34.39
"2017,5,4,11,28,31",34.39
"2017,5,4,11,29,1",34.39
"2017,5,4,11,29,31",34.39
"2017,5,4,11,30,1",34.39
"2017,5,4,11,30,31",34.39
"2017,5,4,11,31,1",34.39
"2017,5,4,11,31,31",34.39
"2017,5,4,11,32,1",34.39
"2017,5,4,11,32,31",34.39
"2017,5,4,11,33,1",34.39
"2017,5,4,11,33,31",34.39
"2017,5,4,11,34,1",34.39
"2017,5,4,11,34,31",34.39
"2017,5,4,11,35,1",34.39
"2017,5,4,11,35,31",34.39
"2017,5,4,11,36,1",34.39
"2017,5,4,11,36,31",34.39
"2017,5,4,11,37,1",34.39
"2017,5,4,11,37,31",34.39
"2017,5,4,11,38,1",34.41
"2017,5,4,11,38,31",34.41
"2017,5,4,11,39,1",34.41
"2017,5,4,11,39,31",34.41
"2017,5,4,11,40,1",34.41
"2017,5,4,11,40,31",34.41
"2017,5,4,11,41,1",34.41
"2017,5,4,11,41,31",34.41
"2017,5,4,11,42,1",34.41
"2017,5,4,11,42,31",34.41
"2017,5,4,11,43,1",34.41
"2017,5,4,11,43,31",34.41
"2017,5,4,11,44,1",34.41
"2017,5,4,11,44,31",34.41
"2017,5,4,11,45,2",34.41
"2017,5,4,11,45,32",34.41
"2017,5,4,11,46,1",34.41
"2017,5,4,11,46,31",34.41
"2017,5,4,11,47,1",34.41
"2017,5,4,11,47,31",34.41
"2017,5,4,11,48,1",34.44
"2017,5,4,11,48,31",34.44
"2017,5,4,11,49,1",34.44
"2017,5,4,11,49,31",34.44
"2017,5,4,11,50,1",34.44
"2017,5,4,11,50,31",34.44
"2017,5,4,11,51,1",34.44
"2017,5,4,11,51,31",34.44
"2017,5,4,11,52,1",34.44
"2017,5,4,11,52,31",34.44
"2017,5,4,11,53,1",34.44
"2017,5,4,11,53,31",34.44
"2017,5,4,11,54,1",34.44
"2017,5,4,11,54,31",34.44
"2017,5,4,11,55,1",34.44
"2017,5,4,11,55,31",34.44
"2017,5,4,11,56,1",34.44
"2017,5,4,11,56,31",34.44
"2017,5,4,11,57,1",34.44
"2017,5,4,11,57,31",34.44
"2017,5,4,11,58,1",34.44
"2017,5,4,11,58,31",34.44
"2017,5,4,11,59,2",34.44
"2017,5,4,11,59,32",34.44
"2017,5,4,12,0,1",34.44
"2017,5,4,12,0,31",34.44
"2017,5,4,12,1,1",34.44
"2017,5,4,12,1,31",34.44
"2017,5,4,12,2,1",34.46
"2017,5,4,12,2,31",34.46
"2017,5,4,12,3,1",34.46
"2017,5,4,12,3,31",34.46
"2017,5,4,12,4,1",34.46
"2017,5,4,12,4,31",34.46
"2017,5,4,12,5,1",34.46
"2017,5,4,12,5,31",34.46
"2017,5,4,12,6,1",34.46
"2017,5,4,12,6,31",34.46
"2017,5,4,12,7,1",34.46
"2017,5,4,12,7,31",34.46
"2017,5,4,12,8,1",34.46
"2017,5,4,12,8,31",34.46
"2017,5,4,12,9,1",34.46
"2017,5,4,12,9,31",34.46
"2017,5,4,12,10,1",34.46
"2017,5,4,12,10,31",34.46
"2017,5,4,12,11,2",34.46
"2017,5,4,12,11,32",34.46
"2017,5,4,12,12,1",34.45
"2017,5,4,12,12,31",34.45
"2017,5,4,12,13,1",34.45
"2017,5,4,12,13,31",34.45
"2017,5,4,12,14,1",34.45
"2017,5,4,12,14,31",34.45
"2017,5,4,12,15,1",34.45
"2017,5,4,12,15,31",34.45
"2017,5,4,12,16,1",34.45
"2017,5,4,12,16,31",34.45
"2017,5,4,12,17,1",34.45
"2017,5,4,12,17,31",34.45
"2017,5,4,12,18,1",34.45
"2017,5,4,12,18,31",34.45
"2017,5,4,12,19,1",34.45
"2017,5,4,12,19,31",34.45
"2017,5,4,12,20,1",34.45
"2017,5,4,12,20,31",34.45
"2017,5,4,12,21,2",34.45
"2017,5,4,12,21,32",34.41
"2017,5,4,12,22,1",34.41
"2017,5,4,12,22,31",34.41
"2017,5,4,12,23,1",34.41
"2017,5,4,12,23,31",34.41
"2017,5,4,12,24,1",34.41
"2017,5,4,12,24,31",34.41
"2017,5,4,12,25,1",34.41
"2017,5,4,12,25,31",34.41
"2017,5,4,12,26,31",34.41
"2017,5,4,12,27,1",34.41
"2017,5,4,12,27,31",34.41
"2017,5,4,12,28,1",34.41
"2017,5,4,12,28,31",34.41
"2017,5,4,12,29,1",34.41
"2017,5,4,12,29,31",34.41
"2017,5,4,12,30,1",34.41
"2017,5,4,12,30,31",34.41
"2017,5,4,12,31,1",34.41
"2017,5,4,12,31,31",34.42
"2017,5,4,12,32,1",34.42
"2017,5,4,12,32,31",34.42
"2017,5,4,12,33,1",34.42
"2017,5,4,12,33,31",34.42
"2017,5,4,12,34,1",34.42
"2017,5,4,12,34,31",34.42
"2017,5,4,12,35,1",34.42
"2017,5,4,12,35,31",34.42
"2017,5,4,12,36,1",34.42
"2017,5,4,12,36,31",34.42
"2017,5,4,12,37,1",34.42
"2017,5,4,12,37,31",34.42
"2017,5,4,12,38,1",34.42
"2017,5,4,12,38,31",34.42
"2017,5,4,12,39,1",34.42
"2017,5,4,12,39,31",34.42
"2017,5,4,12,40,1",34.42
"2017,5,4,12,40,31",34.42
"2017,5,4,12,41,1",34.42
"2017,5,4,12,41,31",34.42
"2017,5,4,12,42,1",34.42
"2017,5,4,12,42,31",34.42
"2017,5,4,12,43,1",34.45
"2017,5,4,12,43,31",34.45
"2017,5,4,12,44,1",34.45
"2017,5,4,12,44,31",34.45
"2017,5,4,12,45,1",34.45
"2017,5,4,12,45,31",34.45
"2017,5,4,12,46,1",34.45
"2017,5,4,12,46,31",34.45
"2017,5,4,12,47,1",34.45
"2017,5,4,12,47,31",34.45
"2017,5,4,12,48,1",34.45
"2017,5,4,12,48,31",34.45
"2017,5,4,12,49,1",34.45
"2017,5,4,12,49,31",34.45
"2017,5,4,12,50,1",34.45
"2017,5,4,12,50,31",34.45
"2017,5,4,12,51,1",34.45
"2017,5,4,12,51,31",34.45
"2017,5,4,12,52,1",34.48
"2017,5,4,12,52,31",34.48
"2017,5,4,12,53,1",34.48
"2017,5,4,12,53,31",34.48
"2017,5,4,12,54,1",34.48
"2017,5,4,12,54,31",34.48
"2017,5,4,12,55,1",34.48
"2017,5,4,12,55,31",34.48
"2017,5,4,12,56,1",34.48
"2017,5,4,12,56,31",34.48
"2017,5,4,12,57,2",34.48
"2017,5,4,12,57,32",34.48
"2017,5,4,12,58,1",34.48
"2017,5,4,12,58,31",34.48
"2017,5,4,12,59,1",34.48
"2017,5,4,12,59,31",34.48
"2017,5,4,13,0,1",34.48
"2017,5,4,13,0,31",34.48
"2017,5,4,13,1,1",34.48
"2017,5,4,13,1,31",34.48
"2017,5,4,13,2,1",34.5
"2017,5,4,13,2,31",34.5
"2017,5,4,13,3,1",34.5
"2017,5,4,13,3,31",34.5
"2017,5,4,13,4,1",34.5
"2017,5,4,13,4,31",34.5
"2017,5,4,13,5,1",34.5
"2017,5,4,13,5,31",34.5
"2017,5,4,13,6,1",34.5
"2017,5,4,13,6,31",34.5
"2017,5,4,13,7,1",34.5
"2017,5,4,13,7,31",34.5
"2017,5,4,13,8,1",34.5
"2017,5,4,13,8,31",34.5
"2017,5,4,13,9,1",34.5
"2017,5,4,13,9,31",34.5
"2017,5,4,13,10,1",34.5
"2017,5,4,13,10,31",34.5
"2017,5,4,13,11,1",34.5
"2017,5,4,13,11,31",34.51
"2017,5,4,13,12,2",34.51
"2017,5,4,13,12,32",34.51
"2017,5,4,13,13,1",34.51
"2017,5,4,13,13,31",34.51
"2017,5,4,13,14,1",34.51
"2017,5,4,13,14,31",34.51
"2017,5,4,13,15,1",34.51
"2017,5,4,13,15,31",34.51
"2017,5,4,13,16,1",34.51
"2017,5,4,13,16,31",34.51
"2017,5,4,13,17,1",34.51
"2017,5,4,13,17,31",34.51
"2017,5,4,13,18,1",34.51
"2017,5,4,13,18,31",34.51
"2017,5,4,13,19,1",34.51
"2017,5,4,13,19,31",34.51
"2017,5,4,13,20,1",34.51
"2017,5,4,13,20,31",34.51
"2017,5,4,13,21,1",34.51
"2017,5,4,13,21,31",34.48
"2017,5,4,13,22,1",34.48
"2017,5,4,13,22,31",34.48
"2017,5,4,13,23,1",34.48
"2017,5,4,13,23,31",34.48
"2017,5,4,13,24,1",34.48
"2017,5,4,13,24,31",34.48
"2017,5,4,13,25,1",34.48
"2017,5,4,13,25,31",34.48
"2017,5,4,13,26,1",34.48
"2017,5,4,13,26,31",34.48
"2017,5,4,13,27,1",34.48
